Transmission,BodyType,Cyl,Litre,Kms,Economy,Make,Model,Badge,Colour,Year,Price,Fuel,Location,Cat,SellerId
Manual,SUV,4,2.5,166000,9.5,Subaru,Forester,X,Core Red,2004,7300,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-2502603
Manual,SUV,4,2.5,213300,11.4,Subaru,Forester,XT,Regal Blue,2005,8800,Petrol - Premium ULP,NEW SOUTH WALES,Private,SSE-SELLER-767819
Automatic,SUV,4,2,207509,,Subaru,Forester,Limited,Green,1998,3000,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-17372
Manual,SUV,4,2.5,123844,10.5,Subaru,Forester,XT,Satin White Pearl,2009,16500,Petrol - Premium ULP,VICTORIA,Private,SSE-SELLER-3225276
Automatic,SUV,4,2.5,92415,9.3,Subaru,Forester,XS Premium,Black,2011,22990,Petrol - Unleaded ULP,AUSTRALIAN CAPITAL TERRITORY,Used,AGC-SELLER-13062
Manual,SUV,4,2,141790,6.4,Subaru,Forester,2.0D Premium,Satin White Pearl,2010,19500,Diesel,NEW SOUTH WALES,Private,SSE-SELLER-963284
Automatic,SUV,4,2.5,106874,10.5,Subaru,Forester,XT Premium,Silver,2009,17990,Petrol - Premium ULP,VICTORIA,Used,AGC-SELLER-16590
Manual,SUV,4,2,212000,,Subaru,Forester,GT,Aspen White,2000,8000,Petrol - Premium ULP,NEW SOUTH WALES,Private,SSE-SELLER-3320097
Automatic,SUV,4,2.5,80163,9.3,Subaru,Forester,X,Steel Silver Metallic,2011,17500,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3296519
Manual,SUV,4,2.5,197934,9.3,Subaru,Forester,XS,Satin White Pearl,2010,10990,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Private,SSE-SELLER-3299995
Automatic,SUV,4,2.5,80500,10.5,Subaru,Forester,XT Premium,Black,2009,21500,Petrol - Premium ULP,NEW SOUTH WALES,Private,SSE-SELLER-840027
Manual,SUV,4,2,213051,,Subaru,Forester,Limited,Silver,1999,4490,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-14937
Automatic,SUV,4,2.5,169000,10.5,Subaru,Forester,XT Premium,Obsidian Black Pearl,2008,13990,Petrol - Premium ULP,QUEENSLAND,Private,SSE-SELLER-2219375
Automatic,SUV,4,2.5,184029,9.5,Subaru,Forester,X,White,2004,8995,Petrol - Unleaded ULP,TASMANIA,Used,AGC-SELLER-28961
Automatic,SUV,4,2,185000,,Subaru,Forester,GT,Beige,1999,4500,Petrol - Premium ULP,NEW SOUTH WALES,Private,SSE-SELLER-3188098
Automatic,SUV,4,2.5,41528,9.3,Subaru,Forester,X Luxury Edition,Grey,2012,22971,Petrol - Unleaded ULP,AUSTRALIAN CAPITAL TERRITORY,Used,AGC-SELLER-7726
Automatic,SUV,4,2,220904,,Subaru,Forester,Limited,Light Silver,1999,4500,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-3225127
Manual,SUV,4,2.5,70000,9.3,Subaru,Forester,X Columbia,Steel Silver,2010,17000,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-1462271
Automatic,SUV,4,2.5,161503,9.6,Subaru,Forester,X,White,2010,14800,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-28415
Manual,SUV,4,2.5,114523,10.5,Subaru,Forester,XT Premium,Obsidian Black Pearl,2010,19990,Petrol - Premium ULP,QUEENSLAND,Private,SSE-SELLER-581447
Automatic,SUV,4,2.5,129000,9.7,Subaru,Forester,XS Luxury,Obsidian Black Pearl,2005,8500,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-2745845
Automatic,SUV,4,2,214072,,Subaru,Forester,GX,Red Mica,2000,4500,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-3207617
Automatic,SUV,4,2.5,150000,9.3,Subaru,Forester,X Luxury Edition,Ice Silver,2012,17000,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-2670682
Manual,SUV,4,2.5,158000,9.3,Subaru,Forester,X,Steel Silver,2009,14450,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3229071
Manual,SUV,4,2.5,77000,10.5,Subaru,Forester,XT Premium,Satin White Pearl,2012,26500,Petrol - Premium ULP,QUEENSLAND,Private,SSE-SELLER-1206343
Manual,SUV,4,2.5,234000,9.5,Subaru,Forester,X,White,2004,5490,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-29424
Automatic,SUV,4,2.5,59700,9.6,Subaru,Forester,X,Obsidian Black Pearl,2010,19680,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-2701908
Automatic,SUV,4,2.5,98800,9.6,Subaru,Forester,XS,Carmelia Red,2009,15950,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Private,SSE-SELLER-3320787
Manual,SUV,4,2.5,107000,9.6,Subaru,Forester,X,Pure White,2005,10800,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-3318316
Manual,SUV,4,2.5,183000,9.6,Subaru,Forester,X,Pure White,2006,7500,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-2631900
Automatic,SUV,4,2.5,180000,9.7,Subaru,Forester,X,Pure White,2007,9250,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-3184125
Automatic,SUV,4,2.5,172345,9.6,Subaru,Forester,XS,Spark Silver,2009,13500,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-1314123
Manual,SUV,4,2.5,155291,11.4,Subaru,Forester,XT Luxury,Premium Silver,2006,13000,Petrol - Premium ULP,NEW SOUTH WALES,Private,SSE-SELLER-34232
Automatic,SUV,4,2.5,167000,10.5,Subaru,Forester,XT,Steel Silver,2009,12500,Petrol - Premium ULP,WESTERN AUSTRALIA,Private,SSE-SELLER-3282231
Automatic,SUV,4,2.5,202500,9.7,Subaru,Forester,X Columbia,Steel Silver,2007,9999,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Private,SSE-SELLER-3312803
Manual,SUV,4,2.5,119000,9.3,Subaru,Forester,X,Steel Silver Metallic,2010,16000,Petrol - Unleaded ULP,NORTHERN TERRITORY,Private,SSE-SELLER-3250995
Manual,SUV,4,2.5,250000,11.2,Subaru,Forester,XT,Premium Silver,2005,9000,Petrol - Premium ULP,NEW SOUTH WALES,Private,SSE-SELLER-3145354
Automatic,SUV,4,2.5,65100,9.3,Subaru,Forester,XS Premium,Sky Blue,2012,22850,Petrol - Unleaded ULP,NORTHERN TERRITORY,Private,SSE-SELLER-3026149
Manual,SUV,4,2.5,160000,8.7,Subaru,Forester,X,Maroon/Burgundy,2004,6500,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-3135654
Automatic,SUV,4,2.5,11000,8.1,Subaru,Forester,2.5i-S,Green,2015,27000,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-3292601
Manual,SUV,4,2.5,138000,9.3,Subaru,Forester,X,Spark Silver,2009,14500,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-2657279
Manual,SUV,4,2.5,97000,9.6,Subaru,Forester,X Luxury,Crystal Grey,2006,13000,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-3319245
Automatic,SUV,4,2.5,52000,9.3,Subaru,Forester,X Luxury Edition,Camillia Red Pearl,2012,21500,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-2968456
Automatic,SUV,4,2.5,95000,9.6,Subaru,Forester,XS Premium,Satin White Pearl,2010,17000,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-3124562
Automatic,SUV,4,2.5,126712,9.6,Subaru,Forester,XS,Carmelia Red,2009,15500,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-773272
Manual,SUV,4,2,27300,7.2,Subaru,Forester,2.0i,Jasmine Green,2013,23000,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-3125756
Automatic,SUV,4,2.5,198817,9.6,Subaru,Forester,XS,Silver,2008,9990,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-2063048
Automatic,SUV,4,2.5,54288,9.3,Subaru,Forester,X,Satin White Pearl,2012,21988,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-1494408
Manual,SUV,4,2,190000,6.4,Subaru,Forester,2.0D,Obsidian Black Pearl,2011,13000,Diesel,VICTORIA,Private,SSE-SELLER-3284616
Automatic,SUV,4,2.5,122077,9.5,Subaru,Forester,XS Luxury,Premium Silver,2004,8000,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3287281
Manual,SUV,4,2.5,246000,9.5,Subaru,Forester,XS,Pure White,2003,4800,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-2039579
Automatic,SUV,4,2.5,111000,9.3,Subaru,Forester,X,Camellia Red Pearl,2011,17000,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Private,SSE-SELLER-931219
Automatic,SUV,4,2.5,152500,9.7,Subaru,Forester,X,Pure White,2006,10200,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-2133483
Manual,SUV,4,2,255000,,Subaru,Forester,GX,Royal Silver,2002,4900,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-2847374
Automatic,SUV,4,2.5,77100,10.5,Subaru,Forester,XT Premium,Silver,2011,23000,Petrol - Premium ULP,AUSTRALIAN CAPITAL TERRITORY,Private,SSE-SELLER-938824
Automatic,SUV,4,2.5,246281,10.5,Subaru,Forester,XT,Silver,2008,13995,Petrol - Premium ULP,NEW SOUTH WALES,Used,AGC-SELLER-18042
Manual,SUV,4,2.5,164001,9.3,Subaru,Forester,X,Black,2008,11990,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-11677
Automatic,SUV,4,2.5,126000,9.5,Subaru,Forester,XS Luxury,Premium Silver,2005,10500,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-108276
Automatic,SUV,4,2.5,94000,9.6,Subaru,Forester,X,Obsidian Black Pearl,2009,17250,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-2643496
Automatic,SUV,4,2.5,163811,9.5,Subaru,Forester,XS,Black,2003,7500,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Private,SSE-SELLER-3210523
Automatic,SUV,4,2.5,46000,8.1,Subaru,Forester,2.5i-L,Black,2013,31980,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-17263
Automatic,SUV,4,2.5,41500,8.1,Subaru,Forester,2.5i-L,Maroon/Burgundy,2013,26500,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3198963
Automatic,SUV,4,2.5,79788,8.1,Subaru,Forester,2.5i-S,Quartz Blue,2014,26500,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-3248439
Automatic,SUV,4,2.5,87020,8.1,Subaru,Forester,2.5i,Silver,2013,23990,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-13165
Automatic,SUV,4,2.5,115000,10.5,Subaru,Forester,XT,Blue,2009,14200,Petrol - Premium ULP,VICTORIA,Private,SSE-SELLER-3246862
Manual,SUV,4,2.5,202500,9.5,Subaru,Forester,X,Premium Silver,2003,5900,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Private,SSE-SELLER-3302927
Automatic,SUV,4,2.5,111000,9.7,Subaru,Forester,X,Steel Silver,2008,12500,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-3288478
Manual,SUV,4,2,77400,6.4,Subaru,Forester,2.0D Premium,Steel Silver,2010,21500,Diesel,NEW SOUTH WALES,Private,SSE-SELLER-1134695
Automatic,SUV,4,2.5,235000,9.6,Subaru,Forester,X,Spark Silver,2009,8500,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3283727
Manual,SUV,4,2.5,76000,9.3,Subaru,Forester,X,Obsidian Black Pearl,2009,16100,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-3211188
Automatic,SUV,4,2.5,173000,11,Subaru,Forester,XT Luxury,Graphite Black,2005,12100,Petrol - Premium ULP,QUEENSLAND,Private,SSE-SELLER-1411992
Manual,SUV,4,2.5,260000,11.4,Subaru,Forester,XT Luxury,Dark Grey,2007,10500,Petrol - Premium ULP,NEW SOUTH WALES,Private,SSE-SELLER-2897291
Manual,SUV,4,2.5,96278,9.6,Subaru,Forester,X,Steel Silver,2007,8700,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-850676
Manual,SUV,4,2.5,75000,9.3,Subaru,Forester,X Luxury,Spark Silver,2010,15000,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-3184436
Manual,SUV,4,2.5,119837,9.3,Subaru,Forester,XS,Silver,2009,14250,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-1712257
Manual,SUV,4,2.5,109145,9.3,Subaru,Forester,XS,Dark Grey,2008,13800,Petrol - Unleaded ULP,NORTHERN TERRITORY,Private,SSE-SELLER-3309237
Automatic,SUV,4,2.5,113000,9.7,Subaru,Forester,X,Green,2007,11500,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-3195252
Manual,SUV,4,2.5,279000,8.7,Subaru,Forester,X,Maroon/Burgundy,2004,4900,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-1991593
Automatic,SUV,4,2.5,70000,9.3,Subaru,Forester,X Luxury Edition,Ice Silver,2012,23000,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Private,SSE-SELLER-2676139
Manual,SUV,4,2.5,185449,9.6,Subaru,Forester,X,Regal Blue,2006,7500,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3191963
Manual,SUV,4,2,122282,6.4,Subaru,Forester,2.0D Premium,Silver,2011,19000,Diesel,NEW SOUTH WALES,Private,SSE-SELLER-3242759
Automatic,SUV,4,2.5,51000,9.6,Subaru,Forester,XS Premium,Satin White Pearl,2010,22500,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3311804
Automatic,SUV,4,2.5,112250,9.6,Subaru,Forester,XS Premium,Obsidian Black Pearl,2009,19000,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-2970530
Automatic,SUV,4,2.5,140300,11.1,Subaru,Forester,XT Luxury,Premium Silver,2006,12500,Petrol - Premium ULP,NEW SOUTH WALES,Private,SSE-SELLER-3307519
Automatic,SUV,4,2,11384,8.5,Subaru,Forester,XT Premium,Satin White Pearl,2014,42990,Petrol - Premium ULP,WESTERN AUSTRALIA,Private,SSE-SELLER-2886760
Manual,SUV,4,2.5,69945,9.3,Subaru,Forester,X Luxury Edition,Satin White Pearl,2012,22500,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-747222
Manual,SUV,4,2.5,164201,9.5,Subaru,Forester,X,Red,2002,5999,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-47108
Manual,SUV,4,2.5,177293,8.7,Subaru,Forester,X,White,2004,5990,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-3281964
Manual,SUV,4,2,224000,,Subaru,Forester,GT,Light Silver,2000,6990,Petrol - Premium ULP,VICTORIA,Private,SSE-SELLER-3156302
Manual,SUV,4,2.5,190633,11.2,Subaru,Forester,XT,White,2005,13500,Petrol - Premium ULP,NEW SOUTH WALES,Private,SSE-SELLER-2483696
Manual,SUV,4,2,301226,,Subaru,Forester,Limited,Royal Silver,2000,3699,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-2333576
Automatic,SUV,4,2.5,180500,9.7,Subaru,Forester,XS Luxury,Obsidian Black Pearl,2006,8550,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-2212354
Manual,SUV,4,2.5,153374,9.6,Subaru,Forester,X,Crystal Grey,2006,10000,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Private,SSE-SELLER-3290660
Manual,SUV,4,2.5,214080,9.5,Subaru,Forester,X,Premium Silver,2003,5500,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-3229600
Automatic,SUV,4,2.5,190000,11.1,Subaru,Forester,XT Luxury,Obsidian Black Pearl,2007,15500,Petrol - Premium ULP,QUEENSLAND,Private,SSE-SELLER-3028527
Manual,SUV,4,2.5,156000,11.4,Subaru,Forester,XT,Champagne Gold,2006,12000,Petrol - Premium ULP,SOUTH AUSTRALIA,Private,SSE-SELLER-346944
Automatic,SUV,4,2.5,194000,9.7,Subaru,Forester,X,Regal Blue,2006,9100,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-2598883
Automatic,SUV,4,2.5,78226,10.5,Subaru,Forester,XT Premium,Steel Silver,2008,21000,Petrol - Premium ULP,NEW SOUTH WALES,Private,SSE-SELLER-1866972
Automatic,SUV,4,2.5,85225,9.6,Subaru,Forester,X,Newport Blue,2009,16990,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-515840
Automatic,SUV,4,2.5,78000,9.3,Subaru,Forester,X,Marine Blue Pearl,2011,19990,Petrol - Unleaded ULP,TASMANIA,Private,SSE-SELLER-3248865
Manual,SUV,4,2.5,197000,11.4,Subaru,Forester,XT,Steel Silver,2007,12000,Petrol - Premium ULP,VICTORIA,Private,SSE-SELLER-2319772
Manual,SUV,4,2.5,223000,9.6,Subaru,Forester,XS,Premium Silver,2005,6800,Petrol - Unleaded ULP,TASMANIA,Private,SSE-SELLER-3314742
